EDO,NOMBRE_ESTADO,MUN,NOMBRE_MUNICIPIO,NUM_SECC_RUR,LNE,Densidad_LNE,Razon_LNE_PE,TC_LNE_2019,Coef_Var_LNE,Var_Prop_LNE,Autocorr_LNE,CP1 (ICE principal),CP2 (segundo ICE),CP3 (tercer ICE),CP4,CP5,CP6,CP7,Estrato,Atipicidad
20,OAXACA,380,SANTA CRUZ NUNDACO,0,2157.0,2256.4831994835345,0.991923638523609,0.0390173410404624,0.0024985837212505,0.0166677594305268,0.1574591643244434,-0.8296536343298319,-0.3523015400023224,-1.0471960009360877,-0.2761342594303239,-0.7700834726006314,0.282711303624136,-0.3933641965467023,G2,Tipica
20,OAXACA,528,SANTO TOMAS OCOTEPEC,0,2693.0,2822.7682186893067,0.9903858960386386,0.0212362533181645,0.0012307937658745,0.0082045323268192,0.3457086525611543,-0.980852553869544,-0.200763671979179,-1.1503874404747745,-0.0113413690979649,-0.8940634079426996,-0.398657503909511,-0.5830086839081063,G1,Tipica
20,OAXACA,520,SANTO DOMINGO TONALA,4,5815.0,40.93345592754668,0.983359692059392,0.0568884042166484,0.0051154359864908,0.0191569218998997,0.8272772132607084,0.8857492118852777,0.1776146472841121,0.3630986364135793,0.2896937022795228,-0.5295351147431613,-0.3774698565004379,0.2772065929907082,G0,Tipica
20,OAXACA,101,SAN ANTONINO EL ALTO,1,1790.0,606.1430004629266,0.9851293091492852,0.0084507042253521,0.0021824165210229,0.011859831509587,0.9227762716043492,0.2570482659436563,-0.2528671139041911,-0.4567978054724856,0.8263384476319059,-0.9159376385831725,-1.253437140907696,0.1819179247405472,G2,Tipica
20,OAXACA,305,SAN PEDRO HUAMELULA,5,7311.0,16.71659092624686,0.9835123415852222,0.0418982471141513,0.0080675350697341,0.0185751443810932,0.6391830481851334,1.0464636024441272,0.2087260576601244,-0.0957220051563031,0.6788811825636054,-0.0125081368856294,-0.0064953414275401,0.2188218084539877,G2,Tipica
20,OAXACA,500,SANTIAGO YOLOMECATL,0,1591.0,1540.7055724404738,0.982127181992858,0.0337881741390513,0.0039888103736247,0.0138305599521133,0.8035382858466159,0.4926646680100816,0.5500225515861459,-0.3611511900460712,0.2916079032507862,-0.6252473934545969,-0.972296778388798,-0.1489956368654578,G2,Tipica
20,OAXACA,239,SAN MARTIN HUAMELULPAM,0,772.0,632.754091987108,0.9923127592157764,0.0131233595800524,0.0053238617081714,0.0096626948551633,-0.3015113445777636,-0.36001839456796,-1.0574799690803338,-1.7895409354110197,0.0406293236157233,0.1147167216374292,0.7490040935928843,0.160400391995955,G2,Tipica
20,OAXACA,343,SAN SEBASTIAN NICANANDUTA,0,1226.0,776.3190172847815,0.9655055927086492,0.0505569837189374,0.023794745656653,0.0229725149892408,-0.1006817188699738,3.804705319223536,2.918205426078356,-1.3271227284693006,0.5211304432026587,2.967252710668037,0.8434990962060062,-0.1209917134299414,G4,Tipica
20,OAXACA,523,SANTO DOMINGO YANHUITLAN,1,1146.0,59.70234915273379,0.9897998271602546,0.0114739629302736,0.003320223267912,0.0142809508537175,0.8754128668236028,0.1360978404516525,-0.6539655690548956,-0.4959191654912694,1.0632327990448784,-1.153901804327484,-0.5252473668009155,0.3585190916685677,G2,Tipica
20,OAXACA,102,SAN ANTONINO MONTE VERDE,3,5212.0,101.0152386217075,0.9861436659105636,0.0343322087715816,0.0030432353509069,0.0120899358030832,-0.5359737818543164,-0.0362527607543117,-1.045152335476087,-1.2746616172065024,-0.9419436581632248,0.8269105340948099,0.2026490557588495,0.3257829657186266,G2,Tipica
20,OAXACA,482,SANTIAGO NUNDICHE,1,741.0,70.20370734250288,0.9923292669865243,0.0081632653061224,0.0026055790687537,0.0086055553182032,-0.5940885257860046,-0.6102631807336893,-1.7009961048590845,-1.9175166834326831,-0.4306822338850291,0.3950555678021352,0.513215727787972,0.3759178262139083,G2,Tipica
20,OAXACA,91,SAN ANDRES NUXIÐO,1,1363.0,53.56429637322448,0.9887283623174522,0.0202095808383233,0.011594501448444,0.0111570495827999,-0.1990751125236694,0.7467405152127718,-0.334531389380279,-1.6370872428525651,0.6107674802128248,0.7014414653288308,1.2899250725794713,0.2573116959275248,G2,Tipica
20,OAXACA,565,YUTANDUCHI DE GUERRERO,0,845.0,364.0466778858156,0.9828245434548109,0.0602258469259723,0.0150425509205261,0.0237935422307346,-0.5533977231774261,1.52096143785994,0.597683368409245,-1.4732924270539298,-0.3271696626423371,1.5678571562130756,1.835906072145318,0.1392586658310013,G2,Atípica en ICE principal
20,OAXACA,253,SAN MATEO SINDIHUI,0,1537.0,751.87595643807,0.983116950382416,0.0688456189151599,0.013242974054089,0.0246423623874058,-0.7130491506027384,1.1858816552210318,0.5100583125742731,-1.471040137437587,-0.8340912964520952,1.572733029184222,1.803740340503989,0.0281941157142802,G2,Tipica
20,OAXACA,281,SAN MIGUEL TEQUIXTEPEC,2,712.0,6.391497504796018,0.9911433437854472,0.0128022759601706,0.0051770317945277,0.0104725739328257,0.9237218907300928,0.2308120003756049,-0.5863503751895216,-0.4576162687381733,1.3731072429015914,-1.1643060886148973,-0.1373122831791625,0.3123309298568017,G2,Tipica
20,OAXACA,465,SANTIAGO IHUITLAN PLUMAS,1,297.0,6.615993959713707,0.986088208640233,0.0033783783783783,0.0040622884224779,0.0034276794420605,0.6882472016116854,0.4468152019060302,-0.5013135094512385,-0.7641754841769637,0.922440343640848,-0.5472731331783037,-0.7861685810717479,0.368550616922603,G2,Tipica
20,OAXACA,315,SAN PEDRO MARTIR YUCUXACO,1,1004.0,33.18213502637995,0.9907636762860298,0.0329218106995884,0.0019525625689782,0.0138473614014576,-0.4736842105263159,-0.4281964848730317,-1.4304400684250609,-1.3691839757901167,-0.8324073652528229,0.2219957864379975,0.4762912050060908,0.4033995937677975,G2,Tipica
20,OAXACA,9,ASUNCION TLACOLULITA,1,585.0,3.504751965047288,0.9847616275302884,-0.0330578512396694,0.0359883161012537,0.028866416075149,0.4420121404545239,3.5784699723360816,2.145578485404502,-2.700424334795168,4.59561997987387,1.9829840359701103,3.2597672127156785,-0.0875682121067019,G4,Atípica en tercer ICE
20,OAXACA,159,SAN JERONIMO TAVICHE,0,1255.0,150.99936315796,0.9839712320022156,0.0555088309503784,0.0022792917412112,0.0201544484397229,0.6569035143851,0.5622607886068933,-0.1063800870412548,0.0453080575914428,-0.2585116284240208,-0.7408739304455872,-0.6287734812744401,0.3886662686249081,G2,Tipica
20,OAXACA,141,SAN FRANCISCO JALTEPETONGO,1,783.0,29.46579392143142,0.9905838730988308,0.0316205533596837,0.0024726752651957,0.0126166927603436,-0.2352941176470588,-0.2887023703511246,-1.2537177128647958,-1.1853159622143024,-0.5082039293457126,-0.0150168674574984,0.3667399052268695,0.3933207137408556,G2,Tipica
20,OAXACA,114,SAN BARTOLO YAUTEPEC,0,495.0,298.0598216804309,0.9610607377423878,0.0622317596566523,0.0122027146735391,0.0205438608631165,-0.1157692361170799,3.1598505415983347,2.0812739856891467,-0.6180036690885787,-1.0788880715701097,2.595249807975809,-1.078043165437627,0.2254658822415856,G4,Tipica
20,OAXACA,352,SAN VICENTE NUÐU,0,366.0,309.87369896003315,0.9925808380091315,-0.0027247956403269,0.0060939045387197,0.0056554394741653,0.8062771972092695,0.0815913509539143,-0.6249869455126891,-1.0062648518619883,1.5897001309382996,-1.1158705226997396,0.0192516646184328,0.2517298063174843,G2,Tipica
20,OAXACA,454,SANTIAGO ASTATA,2,2930.0,1232.4724373986364,0.983954747111468,0.0408525754884547,0.0063744562380694,0.0183298909949183,0.7490927750507927,0.6266971243915416,0.5172322432953387,-0.2679082682301505,0.5141348933789324,-0.4822390915551562,-0.3192998271154768,-0.1312540791782453,G2,Tipica
20,OAXACA,257,SAN MIGUEL ACHIUTLA,0,517.0,66.19598454443297,0.9889738250530468,-0.0281954887218045,0.0163352863330549,0.0155782289269472,-0.0259180407531103,1.1311673650488896,-0.1253706079873263,-2.464137778525263,2.065380628176961,0.9371647472321206,1.2988908666998258,0.2070072139051691,G2,Atípica en tercer ICE
20,OAXACA,53,MAGDALENA YODOCONO DE PORFIRIO DIAZ,0,1105.0,118.59828991543743,0.9809670587400228,0.0833333333333333,0.0090975204739286,0.0321057885225058,0.6884493918036237,1.5948563978290795,0.9240776283667054,0.3073059935774307,-0.0679035944577031,-0.2487295224747439,0.3190264005424265,0.3073844872260113,G0,Tipica
20,OAXACA,326,SAN PEDRO TAVICHE,0,866.0,320.08976067954575,0.989646515921062,0.0152403282532239,0.0027420995518422,0.0056543242651857,0.8638684255813601,0.0490899668692518,-0.5704902217417489,-0.5099380803411674,0.8848845529671315,-1.238925710502632,-0.5798068847036122,0.3039488009574127,G2,Tipica
20,OAXACA,480,SANTIAGO NEJAPILLA,0,152.0,68.55901664705479,0.9924058622179815,0.0066225165562913,0.0077128993318059,0.0085674592548272,0.0,0.1003550413816863,-0.9079231130367869,-1.6331391104723865,0.7521016959146353,-0.0587834797645558,0.8459548914180798,0.3266596373424644,G2,Tipica
20,OAXACA,54,MAGDALENA ZAHUATLAN,0,327.0,181.1302264572237,0.98658779045376,0.0348101265822784,0.0245402957738924,0.0184802161800583,0.2483775663402239,2.3964422798036167,1.4034060192886109,-1.5057827768904808,2.1147429907430038,1.001669511373512,2.763356437515879,0.0505495999222963,G4,Tipica
20,OAXACA,248,SAN MATEO ETLATONGO,0,899.0,488.09426382635655,0.9775827426513918,0.0539273153575615,0.0026732011583871,0.0256068657081478,0.2514455030471191,0.9000903841001051,0.2536968178072266,-0.3188725768084466,-0.9018476172354464,0.2770846046693642,-1.017320200110999,0.268932257186501,G2,Tipica
20,OAXACA,215,SAN JUAN SAYULTEPEC,0,610.0,278.8044818842441,0.9838388973888664,0.0286677908937605,0.0016679815222743,0.0194439837242508,-0.7608859102526822,-0.0431037202707203,-1.053755637436102,-1.6760733635768164,-1.4209712036085955,1.067564429182992,-0.1662998331185384,0.3604968200961488,G2,Tipica
20,OAXACA,93,SAN ANDRES SINAXTLA,0,566.0,221.16568189182132,0.9781575661690344,0.0089126559714795,0.0034463450478834,0.0105422089345483,-0.1049567142811979,0.7565402384967237,-0.2958800692637459,-1.3551430806944098,-0.4397610568371914,0.9292540016481804,-1.1491557300184343,0.3538617649546074,G2,Tipica
20,OAXACA,77,SAN AGUSTIN AMATENGO,0,1261.0,392.4334795617346,0.978553538383134,0.0395713107996702,0.0183592930418053,0.0235046084724118,0.3209094602876586,2.4014415085066925,1.537690736721651,-1.050245352717635,1.1204472511398982,1.147984912250145,1.066108946790257,0.0769945244220677,G4,Tipica
20,OAXACA,329,SAN PEDRO TIDAA,0,649.0,148.05627386916083,0.969378090762532,0.275049115913556,0.0244010790929048,0.08083083458482,0.6329662787992316,4.629862100157063,4.415049270477235,2.851887779012906,-2.0622001178517126,0.79410359540586,3.53710519866848,0.1055486794759738,G4,Atípica en segundo ICE
20,OAXACA,144,SAN FRANCISCO NUXAÐO,0,273.0,65.19497315778595,0.9889363934954222,0.054054054054054,0.00776895443089,0.0179415550562426,0.8506857296736055,0.7963078852221313,0.1140039234848411,-0.0590180558308957,0.762818056441631,-1.0278854950244811,0.5210907274908306,0.3266538205699154,G2,Tipica
20,OAXACA,279,SAN MIGUEL TECOMATLAN,0,235.0,153.1986737678168,0.9843957582693492,-0.0042372881355932,0.0020793631093235,0.0058860081048699,-0.5773502691896257,-0.0537271260017121,-1.220762768962854,-2.028033298752383,-0.6219748310160959,0.9824619598553734,-0.5481765158945991,0.393018971920504,G2,Tipica
20,OAXACA,137,SAN FRANCISCO CHINDUA,0,563.0,171.40658989257932,0.988550671095914,0.0217785843920145,0.0020743336516703,0.0072495667361385,-0.1666666666666666,-0.1903158428286164,-1.1089876817014883,-1.303069482420329,-0.4332385819009243,0.0321662759647236,-0.0651327481619686,0.3805823552983583,G2,Tipica
20,OAXACA,330,SAN PEDRO TOPILTEPEC,0,291.0,175.41921482014638,0.9746055896880296,0.085820895522388,0.0315856074422548,0.0348361669604471,-0.2313265551845292,4.08178152042021,2.9745637187232816,-1.2384689702448,1.0409752886369374,2.7366973574746334,3.3960448456518475,-0.0237705651883437,G4,Tipica
20,OAXACA,262,SAN MIGUEL CHICAHUA,0,1569.0,3233.4496287765924,0.9884682357602784,0.0288524590163934,0.0033131074491442,0.0116182733297952,-0.0131841705675657,-0.808565820301512,0.1097192252838547,-1.4626093599856074,-0.3951872736954143,-0.2337715859186406,-0.0079757554728371,-0.7643247438879074,G2,Tipica
20,OAXACA,269,SAN MIGUEL HUAUTLA,0,880.0,543.1197659336001,0.987179637909607,0.0114942528735632,0.0059050647285941,0.0124096343100426,0.1548895978998769,0.2750293166520769,-0.4410746528461312,-1.3304491876436482,0.4123851846251947,0.019013211435998,-0.0055279241843141,0.1869658883399134,G2,Tipica
20,OAXACA,20,LA COMPAÐIA,3,2710.0,59.48570740083412,0.9886092861783105,0.0499806276636962,0.0063118555841091,0.0152808107430355,-0.6030519397148514,0.1429424662773543,-0.8693836799599473,-1.2443113636733885,-0.8183897768613914,0.8351791386767569,1.14335932869396,0.2780433089317119,G2,Tipica
20,OAXACA,169,SAN JOSE DEL PROGRESO,2,5188.0,104.1871152644798,0.9874971275097189,0.0423950170785613,0.0013055495636429,0.0228403247135607,-0.037037037037037,-0.1224878117379532,-0.9520194084203376,-0.6977405691435166,-0.6928834738098189,-0.0764254476308277,-0.1155095234728639,0.3771280495575664,G2,Tipica
20,OAXACA,452,SANTIAGO APOALA,1,769.0,451.73227405244097,0.9927763172609584,0.0,0.0045859330089724,0.005013446684627,-0.0513340529277233,-0.4039807693824333,-1.195551606551457,-1.6674780888547398,0.4936793581534352,-0.1557543811568455,0.3911105507807332,0.1989364755211183,G2,Tipica
20,OAXACA,415,SANTA MARIA HUAZOLOTITLAN,1,8036.0,79.25632950304997,0.9844178049991136,0.1221896383186705,0.0021364274846746,0.0389984906557174,0.379584625833108,0.5928488793682263,0.1302754605102754,0.8989201764310362,-1.5906665270101876,-0.6920081684545883,0.3590769361406826,0.4319814022575009,G0,Tipica
20,OAXACA,299,SAN PEDRO APOSTOL,0,1270.0,334.2404538541955,0.9878547635686592,0.0350448247758761,0.0155773594479503,0.0171991034790625,0.1269375735295143,1.3094592255268762,0.4803364798099073,-1.3240615524390644,1.0713951695815125,0.492801027598128,1.7171007707015358,0.12861296830629,G2,Tipica
20,OAXACA,145,SAN FRANCISCO OZOLOTEPEC,1,1360.0,59.90089480903188,0.98036443412626,0.0776545166402535,0.000998576263711,0.029601939064103,-0.1571348402636772,0.5432301543015947,-0.3104243856608529,-0.1991825434412831,-1.7414899435422588,0.4037895602556488,-0.4132432505586763,0.4230153367673769,G2,Tipica
20,OAXACA,512,SANTO DOMINGO OZOLOTEPEC,0,722.0,566.3417854335657,0.9870463739069932,0.0680473372781065,0.0020305247936859,0.0247823269644449,0.1217161238900369,0.0512945850909601,-0.4156242361928831,-0.3390541368148717,-0.9547177284702916,-0.4303185805093503,0.1246589541623447,0.2388554658151284,G2,Tipica
20,OAXACA,135,SAN FRANCISCO CAJONOS,0,356.0,306.40186116477577,0.976814264392445,0.0348837209302325,0.0038253412200368,0.0149444084830967,0.3333333333333333,1.0972527700662753,0.2685670434624332,-0.5500445939454117,-0.407912563720175,0.4044441874712627,-1.2059646081718425,0.3145965204821331,G2,Tipica
20,OAXACA,538,TANICHE,0,657.0,315.0947158097715,0.9936733284411972,0.0495207667731629,0.0095077643503937,0.0208237187933715,0.7660482019290247,0.4791242942515633,-0.0526172884021425,-0.3680120919003631,1.1127632471309696,-1.1861898004648173,1.2497802724351017,0.2060120060364867,G2,Tipica
20,OAXACA,111,SAN BALTAZAR YATZACHI EL BAJO,2,477.0,34.518584614475984,0.9331818599939664,0.06,0.0133148533059721,0.0278823290358298,0.3059523453200475,5.687124319298034,4.205595949570712,0.2310081077596861,-1.5480735543937336,4.494725211275011,-4.1093990247725065,0.2685988560592469,G4,Atípica en ICE principal
20,OAXACA,94,SAN ANDRES SOLAGA,1,1215.0,115.33704199835525,0.9607073707712248,0.0838537020517395,0.0112981130655683,0.0334292115018223,0.7467327625056329,3.458344058642785,2.5491608669648063,0.6309177160500158,-0.580596356959555,1.4789086050205829,-1.5162113787007994,0.2684265153147859,G4,Tipica
20,OAXACA,443,SANTA MARIA YALINA,0,203.0,263.7949311120459,0.9686920685731186,0.0797872340425532,0.0137840487520902,0.0383010290354674,0.2278619756748877,2.8718709492586174,1.984097659105161,-0.1884232084748824,-0.5129754821915721,1.5855794391456113,-0.0669771281132491,0.2014251888941542,G4,Tipica
20,OAXACA,313,SAN PEDRO MARTIR,0,1390.0,850.4523585769329,0.9709379716203312,0.053030303030303,0.0014796824002568,0.0309201640094728,-0.1320196723968899,1.0969201009078575,0.5133823600526088,-0.5927394010615263,-1.7124148526951035,1.189290991905931,-1.660670805980867,0.1679490721030426,G2,Tipica
20,OAXACA,453,SANTIAGO APOSTOL,0,3249.0,813.5302904472353,0.9855342117359494,0.0797607178464606,0.0018007926187391,0.0305960743859887,0.2233887510889042,0.1393626773119105,-0.1101379078538887,-0.059170940873711,-1.1291462324750818,-0.5057226068199526,0.0020010870710298,0.1677035854709195,G2,Tipica
20,OAXACA,38,HUAUTEPEC,2,4111.0,162.63636817405893,0.9846972352711564,0.02775,0.0065406461865047,0.0162036631055674,0.5162202389068055,0.7493166996301304,-0.0652704923085695,-0.5737038204786172,0.5752773133296455,-0.1397149286268959,-0.1946001164887272,0.2695066639533417,G2,Tipica
20,OAXACA,222,SAN JUAN YAEE,1,1064.0,100.08357228494724,0.9742149464022248,0.1552660152008686,0.0049855941984555,0.0553978664928477,0.8863799356486772,1.9937009400906769,1.579105698447379,1.9135495153470965,-1.7038597067500771,-0.4862690531575291,-0.2347761814949638,0.3516160937998291,G4,Tipica
20,OAXACA,410,SANTA MARIA DEL TULE,0,6713.0,1483.7325883082851,0.9878252646403765,0.054673998428908,0.0026937049958426,0.0190110112417601,-0.0673330020296873,-0.3185877693117163,-0.2887573818246377,-0.8607644815726058,-0.8739322841947127,-0.1866606991458183,0.2308963632012041,-0.0740139997956468,G2,Tipica
20,OAXACA,287,SAN NICOLAS,0,861.0,315.8504952121417,0.9887311563099396,0.0311377245508982,0.0063937497352588,0.0151386619925184,-0.0646462218873058,0.2498842242331727,-0.5603696521321915,-1.239244247318522,-0.0134923384749601,0.1100309310608835,0.5993268903852831,0.2661113858455486,G2,Tipica
20,OAXACA,386,SANTA CRUZ XOXOCOTLAN,3,67812.0,1955.9597604261255,0.9877586915265858,0.0584048696737942,0.0031993407866763,0.0224639969760827,0.1751315974199888,-0.6654784016951708,0.2188728653582233,-0.4161856187597399,-0.4920745333372949,-0.2004370919209184,0.183370574183079,0.0042465982040077,G1,Tipica
20,OAXACA,121,SAN BLAS ATEMPA,0,14266.0,6699.624146295251,0.986922171791884,0.0449750952241429,0.0016128934017237,0.0183974933692081,0.5495823789849138,-1.6152140831299868,1.6116845728005895,-1.0093285449016132,-0.4415809951949429,-1.0910389686704396,-0.6733575263167652,-1.9483465067246015,G1,Tipica
20,OAXACA,504,SANTIAGO ZOOCHILA,0,322.0,600.4838258562592,0.9781395738543174,0.098976109215017,0.007253030640846,0.0342199543135324,0.90748521297303,1.629857240168788,1.3239035946536697,0.8018826882017959,-0.420950905700129,-0.4961943803772775,-0.2008419811771828,0.153616685405334,G0,Tipica
20,OAXACA,61,MONJAS,1,2243.0,243.04188014190524,0.9887005329960864,0.0630331753554502,0.0020078946495049,0.0238947465912588,-0.5554373396683666,-0.2520499471376612,-1.0501990122881677,-0.9714034399666128,-1.4918900719714452,0.3439883265298401,0.6675219472559181,0.3386764248010875,G2,Tipica
20,OAXACA,216,SAN JUAN TABAA,0,831.0,1138.0404891004405,0.9359017392939138,0.1837606837606837,0.0013182251684841,0.0729785675660067,-0.1666666666666666,4.228998298859664,3.900016763696621,1.882728165420984,-5.318042624235727,3.4031193087970117,-3.787944364338356,0.1173775379581301,G4,Tipica
20,OAXACA,194,SAN JUAN DEL ESTADO,0,1972.0,406.5305690719136,0.9871610324503164,0.0534188034188034,0.005239035773803,0.0239050848149817,-0.5496540511653785,0.1470921659917343,-0.6319681203944818,-1.2851961515765191,-1.0819487275735102,0.648225078133263,0.8352523840321905,0.2654507161629226,G2,Tipica
20,OAXACA,242,SAN MARTIN PERAS,3,8122.0,2710.6862091158127,0.9774855936870313,0.042217374566919,0.0117387505684369,0.0168491585745114,0.7478807459478707,1.2562200846000966,1.9303334718215224,-0.4690202796039127,0.7616458968427033,0.3534385962038388,-0.272306900999921,-0.749983705520881,G4,Tipica
20,OAXACA,57,MATIAS ROMERO AVENDAÐO,8,29034.0,42.48567661649499,0.9893315400823554,0.051270910275907,0.0019432882147071,0.0184399101512828,-0.0403343247824916,-0.3975109618409285,-1.045893730033759,-0.2531088779086339,-0.5136725591362424,0.1163200863751379,0.2830775800485874,0.3256870152880163,G2,Tipica
20,OAXACA,427,SANTA MARIA PETAPA,3,11567.0,82.8618936726355,0.9905097806248212,0.0608033749082905,0.0025542627291824,0.0203635888423025,0.4060029666161164,-0.0921169919900433,-0.6948136496953129,-0.025067548288165,-0.2252721061983368,-0.8003765965494689,0.3169360894019847,0.3634828910604535,G2,Tipica
20,OAXACA,27,CUYAMECALCO VILLA DE ZARAGOZA,3,2537.0,89.91402734394397,0.9697243037874124,0.0709159983115238,0.0229236088130459,0.0291311515123854,0.7470443271516389,3.8212497245795394,2.845986870920604,-0.0090945313835021,1.2880603818491514,1.6275617294393514,0.8994369462547401,0.0367013656161351,G4,Tipica
20,OAXACA,519,SANTO DOMINGO TOMALTEPEC,0,2268.0,1888.505594048336,0.989906829806046,0.08,0.0025053256110488,0.0298076574544394,-0.0538335092346121,-0.5104612310503809,-0.1617129416708732,-0.5301402997938129,-1.227508123844976,-0.5257102953917999,0.6982956976349673,-0.2481165259783115,G2,Tipica
20,OAXACA,371,SANTA CATARINA TAYATA,0,518.0,357.49978780006563,0.9901485922062164,0.0746887966804979,0.0063688669477344,0.0310949239218627,0.5144957554275266,0.4357771088838258,-0.0457838066435968,-0.0490632564051746,-0.042884326678081,-0.9105106642756008,0.8947655845677533,0.244390947029631,G2,Tipica
20,OAXACA,75,ROJAS DE CUAUHTEMOC,0,915.0,559.198305050503,0.9872328510436196,0.0664335664335664,0.0040675869752325,0.022231608202176,0.4231683839898112,0.3313047659023442,-0.0931364234617869,-0.1611462658821166,-0.3806390891550001,-0.6775062955950656,0.222496008823603,0.2094276759002405,G2,Tipica
20,OAXACA,563,YAXE,0,1979.0,617.2921345064177,0.98615734850947,0.0656973613354873,0.0299245185091932,0.028303316315665,0.3358569824184619,2.96943506566152,2.327581381828884,-1.1829842051566153,2.2485537379841607,1.1022989777342609,3.766260439053288,-0.1761642207216811,G4,Tipica
20,OAXACA,331,SAN PEDRO TOTOLAPAM,1,2334.0,1195.647710168274,0.9840372498483086,0.0613915416098226,0.0064385372731165,0.0236343614921037,-0.9311829617075814,0.1954332260394068,-0.2285799890215208,-1.5538287291012536,-1.629809620101356,1.4102466544042984,0.9846108850578928,-0.0666894672922923,G2,Tipica
20,OAXACA,324,SAN PEDRO SOCHIAPAM,2,3077.0,30.68479205483584,0.9794204588178146,0.0469547465124191,0.003454247250738,0.0176090497752928,-0.1864100800619911,0.7451160710352526,-0.270732510899477,-0.7218629206348779,-1.0260871925636974,0.8588681812794943,-0.509457244858086,0.3731406634255425,G2,Tipica
20,OAXACA,167,SAN JOSE INDEPENDENCIA,2,3015.0,90.10394621201806,0.9679544684281456,-0.0169546788392566,0.0034631167259814,0.0113274842901589,0.7953003605119883,1.7724142946243968,0.6401449840877186,-0.6565562735161553,0.5858411752648812,0.8784766335109772,-3.0688114367727075,0.3483687821046994,G4,Tipica
20,OAXACA,39,HUAUTLA DE JIMENEZ,10,21596.0,176.255067596615,0.983208023409478,0.058679347026815,0.0043697030098048,0.021945002244192,0.5903110850673933,0.5263482971404343,-0.0454916855112276,0.5258552576761398,0.084997244925676,0.0258527228094517,-0.3244655654649643,0.1292147581398357,G0,Tipica
20,OAXACA,133,SAN FELIPE USILA,2,8598.0,46.83017927567368,0.9834584341408644,0.0426873635702158,0.0064039007433593,0.0177177015867851,0.7885617109655707,0.9742201146026196,0.2354702350124817,-0.0468207457702387,0.57201953519744,-0.4328015631452389,-0.3324248303751372,0.3409112162829105,G2,Tipica
20,OAXACA,160,SAN JERONIMO TECOATL,1,1059.0,131.58665747610613,0.9899161510649716,0.0076117982873453,0.0044983659597112,0.0158520593261674,0.8183080600712654,0.1970291797967815,-0.5881637201276899,-0.6621843842542965,1.19124040779324,-1.00723754032373,-0.3607154402527932,0.3146041391077078,G2,Tipica
20,OAXACA,193,SAN JUAN DE LOS CUES,1,1824.0,98.55821358278848,0.989351134674086,0.0679156908665105,0.0023238019456363,0.0238416413559993,0.6054154196642874,0.1448000291547143,-0.4612077593716083,0.1739310624009726,-0.2613795433157473,-1.1128398844319622,0.119632634375817,0.371257347989738,G2,Tipica
20,OAXACA,34,GUELATAO DE JUAREZ,0,423.0,132.14179128721324,0.9857872145538856,0.0601503759398496,0.0018885741265344,0.0265115795097564,-0.0909090909090909,0.1656221344495107,-0.6457409800977408,-0.5837954748978775,-1.101747571266766,-0.0261821923759755,0.0262051494063308,0.4029958581926385,G2,Tipica
20,OAXACA,106,SAN ANTONIO NANAHUATIPAM,0,984.0,418.9837720035731,0.9870151416501624,0.0592034445640473,0.0029618827370576,0.0195275214409659,0.580753984862547,0.3019578945199384,-0.1883207744592824,-0.0680623827753696,-0.215475062985132,-0.8792392632909076,-0.1333707699304869,0.2754423520554753,G2,Tipica
20,OAXACA,150,SAN GABRIEL MIXTEPEC,0,3297.0,1785.5730787129014,0.98881844039811,0.0795677799607072,0.0019397976449013,0.0268205991417157,0.5865826529751654,-0.2583840687866617,0.1725528806336002,0.1047184938087284,-0.6334624973747843,-1.2407300194641,0.1057666110734273,-0.201775365945302,G2,Tipica
20,OAXACA,444,SANTA MARIA YAVESIA,0,327.0,357.6816301383828,0.9894880312244464,0.0721311475409836,0.0014954149833841,0.0253152873642818,-0.5773502691896257,-0.3487695550718122,-1.0479049681401966,-0.9120095562917108,-1.717263738909634,0.1782286516942142,0.7938252399119716,0.3266406534720384,G2,Tipica
20,OAXACA,124,SAN CRISTOBAL AMOLTEPEC,0,865.0,176.7643786985802,0.990174233726906,0.0309892729439809,0.0034694891249418,0.0143722616401775,0.0712696645099798,-0.0822439727199055,-0.9020245490347232,-1.0134163460923629,-0.1119366583283204,-0.3425266143312379,0.2594603345044692,0.356292360500776,G2,Tipica
20,OAXACA,544,TEOCOCUILCO DE MARCOS PEREZ,0,852.0,945.071217388974,0.9782797382555354,0.0428396572827417,0.0126588732456313,0.0151591590471925,-0.6423957283646097,1.414405281171532,0.714054715542718,-1.745809621820957,-0.6085498682883449,1.948093048855616,0.8614273473317005,-0.035838599766008,G2,Atípica en ICE principal
20,OAXACA,65,NUEVO ZOQUIAPAM,0,1108.0,722.3740351165095,0.9817952134581498,0.0018083182640144,0.0191477527729124,0.0220502325356329,0.7301510456046271,2.144919490572753,1.4499094804882835,-1.3758335727705444,2.3682753976029023,0.6012318708697767,0.8053886922990489,-0.0694686476902371,G4,Tipica
20,OAXACA,462,SANTIAGO DEL RIO,1,521.0,28.987938278788786,0.986881763144554,0.0116504854368932,0.0039552939458267,0.0167693549480509,0.2939723678960655,0.2666066131573369,-0.7130237537762895,-1.009316665881183,0.3871467984588576,-0.1780728376531292,-0.3764994441658454,0.3674223362917992,G2,Tipica
